,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5515,2,Embankment Road,Bruce,Jenkins,50,Head,Married,Male,Unemployed,None,Methodist
5516,2,Embankment Road,Caroline,Jenkins,48,Wife,Married,Female,Public affairs consultant,None,Methodist
5517,3,Embankment Road,George,Power,74,Head,Married,Male,"Retired Sales professional, IT",None,Christian
5518,3,Embankment Road,Jayne,Power,74,Wife,Married,Female,"Retired Administrator, charities/voluntary organisations",None,None
5519,4,Embankment Road,Beverley,Johnson,39,Head,Single,Female,Unemployed,None,Catholic
5520,4,Embankment Road,Elliot,Barnes,42,Partner,Single,Male,Tourist information centre manager,None,Catholic
5521,4,Embankment Road,Diane,Johnson,7,Daughter,NA,Female,Student,None,NA
5522,4,Embankment Road,Rhys,Johnson,5,Son,NA,Male,Student,None,NA
5523,5,Embankment Road,Anthony,Green,59,Head,Married,Male,Electrical engineer,None,Catholic
5524,5,Embankment Road,Emily,Green,57,Wife,Married,Female,Careers adviser,None,None
5525,5,Embankment Road,Helen,Green,20,Daughter,Single,Female,University Student,None,None
5526,5,Embankment Road,Stuart,Green,15,Son,NA,Male,Student,None,NA
5527,6,Embankment Road,Anna,Walsh,72,Head,Single,Female,Retired Chartered certified accountant,None,Catholic
5528,6,Embankment Road,Stuart,Walsh,12,Grandson,NA,Male,Student,None,NA
5529,7,Embankment Road,David,McLean,67,Head,Married,Male,"Engineer, chemical",None,None
5530,7,Embankment Road,Amber,McLean,63,Wife,Married,Female,Archaeologist,None,None
5531,8,Embankment Road,Margaret,Coles,63,Head,Single,Female,"Civil engineer, consulting",None,Christian
5532,8,Embankment Road,Sandra,Kelly,63,None,Single,Female,"Teacher, secondary school",None,Christian
5533,8,Embankment Road,Maurice,Curtis,30,None,Single,Male,Fitness centre manager,None,Christian
5534,8,Embankment Road,Lindsey,Clayton,56,None,Single,Female,Publishing rights manager,None,Methodist
5535,8,Embankment Road,Christian,Warren,23,None,Single,Male,"Production assistant, television",None,None
5536,9,Embankment Road,Clare,Cox,30,Head,Widowed,Female,Medical physicist,None,None
5537,9,Embankment Road,Samantha,Cox,8,Daughter,NA,Female,Student,None,NA
5538,10,Embankment Road,Sylvia,Hamilton,76,Head,Widowed,Female,"Retired Pharmacist, community",None,Christian
5539,10,Embankment Road,Iain,Hamilton,16,Grandson,NA,Male,Student,None,NA
5540,11,Embankment Road,Yvonne,Taylor,42,Head,Single,Female,Petroleum engineer,None,None
5541,11,Embankment Road,Billy,Fuller,41,Partner,Single,Male,Dance movement psychotherapist,None,None
5542,12,Embankment Road,Frances,Blake,58,Head,Married,Female,Training and development officer,None,None
5543,12,Embankment Road,Timothy,Blake,60,Husband,Married,Male,Ambulance person,None,None
5544,13,Embankment Road,Adam,Goddard,43,Head,Married,Male,Tree surgeon,None,None
5545,13,Embankment Road,Joan,Goddard,41,Wife,Married,Female,Town planner,None,None
5546,13,Embankment Road,Jodie,Goddard,20,Daughter,Divorced,Female,University Student,None,None
5547,13,Embankment Road,Linda,Goddard,16,Daughter,NA,Female,Student,None,NA
5548,14,Embankment Road,Lucy,Martin,52,Head,Married,Female,Regulatory affairs officer,None,Christian
5549,14,Embankment Road,Paul,Martin,58,Husband,Married,Male,Film/video editor,None,Christian
5550,14,Embankment Road,Dawn,Cross,57,Lodger,Single,Female,International aid/development worker,None,Methodist
5551,14,Embankment Road,Elaine,Wallis,62,Visitor,Single,Female,Comptroller,None,Catholic
5552,15,Embankment Road,Charles,Matthews,39,Head,Single,Male,Medical technical officer,None,None
5553,15,Embankment Road,Catherine,Martin,35,Partner,Single,Female,Publishing copy,None,None
5554,16,Embankment Road,Beth,Hale,32,Head,Married,Female,Clothing/textile technologist,None,None
5555,16,Embankment Road,Howard,Hale,28,Husband,Married,Male,Haematologist,None,None
5556,17,Embankment Road,Jessica,Jenkins,78.62792347,Head,Single,Female,Unemployed,None,Christian
5557,17,Embankment Road,Martin,Jenkins,25,Son,Single,Male,Physiological scientist,None,None
5558,18,Embankment Road,Ashleigh,Douglas,62,Head,Single,Female,"Therapist, occupational",None,None
5559,18,Embankment Road,Norman,Steele,70,Partner,S,Male,Retired Energy engineer,None,None
5560,19,Embankment Road,Kate,Mills,52,Head,Single,Female,Medical illustrator,None,Christian
5561,19,Embankment Road,Neil,Morgan,54,Partner,Single,Male,Seismic interpreter,None,Christian
5562,20,Embankment Road,William,Ali,76,Head,Married,Male,"Retired Administrator, local government",Disabled,Christian
5563,20,Embankment Road,Bethan,Ali,74,Wife,Married,Female,"Retired Designer, industrial/product",None,Christian
5564,21,Embankment Road,Arthur,Evans,46,Head,Single,Male,Public librarian,None,None
5565,22,Embankment Road,Jenna,Young,44,Head,Single,Female,Unemployed,None,Catholic
5566,22,Embankment Road,Annette,Young,4,Daughter,NA,Female,Child,None,NA
5567,23,Embankment Road,Raymond,Fisher,37,Head,Married,Male,"Scientist, biomedical",None,Catholic
5568,23,Embankment Road,Marilyn,Fisher,35,Wife,Married,Female,Museum education officer,None,None
5569,24,Embankment Road,Charlene,Miller,31,Head,Divorced,Female,Unemployed,None,Catholic
5570,25,Embankment Road,Louis,Bibi,38,Head,Single,Male,Radio producer,None,Catholic
5571,25,Embankment Road,Chelsea,Whitehead,40,Partner,Single,Female,IT sales professional,None,Catholic
5572,26,Embankment Road,Leah,Turner,79,Head,Widowed,Female,Retired Cytogeneticist,None,None
5573,27,Embankment Road,Leon,Bailey,62,Head,Married,Male,Estate manager/land agent,None,Christian
5574,27,Embankment Road,Dawn,Bailey,62,Wife,Married,Female,Sports coach,None,Christian
5575,28,Embankment Road,Amelia,Andrews,60,Head,Divorced,Female,Medical technical officer,None,Catholic
5576,28,Embankment Road,Ashley,Andrews,26,Son,Divorced,Male,Broadcast engineer,None,None
5577,29,Embankment Road,Mandy,Hawkins,55,Head,Married,Female,"Teacher, music",None,Christian
5578,29,Embankment Road,Ben,Hawkins,55,Husband,Married,Male,Unemployed,None,Christian
5579,30,Embankment Road,Martin,Taylor,85,Head,Married,Male,Retired Architectural technologist,None,None
5580,30,Embankment Road,Paige,Taylor,83,Wife,Married,F,"Retired Librarian, public",None,None
5581,31,Embankment Road,Christine,Arnold,56,Head,Widowed,Female,Hospital doctor,None,Methodist
5582,31,Embankment Road,Jessica,Arnold,31,Daughter,Single,Female,Land/geomatics surveyor,None,Methodist
5583,31,Embankment Road,Melissa,Arnold,30,Daughter,Single,Female,"Pilot, airline",None,Methodist
5584,32,Embankment Road,Jean,Marsh,74,Head,Single,Female,Retired Heritage manager,None,None
5585,32,Embankment Road,Victoria,Marsh,33,Daughter,Single,Female,"Education officer, community",None,None
5586,33,Embankment Road,Iain,Carey,56,Head,Single,Male,Web designer,None,Christian
5587,33,Embankment Road,Megan,O'Donnell,32,None,Single,Female,"Loss adjuster, chartered",None,Muslim
5588,34,Embankment Road,Kirsty,Wells,48,Head,Married,Female,Contracting civil engineer,None,None
5589,34,Embankment Road,Louis,Wells,53,Husband,Married,Male,Broadcast presenter,None,None
5590,35,Embankment Road,Glen,Clarke,50,Head,Married,Male,Leisure centre manager,None,Christian
5591,35,Embankment Road,Lesley,Clarke,50,Wife,Married,Female,Network engineer,Physical Disability,Christian
5592,36,Embankment Road,Paula,Collins,27,Head,Married,Female,Chartered loss adjuster,None,None
5593,36,Embankment Road,Reece,Collins,27,Husband,Married,Male,Clinical psychologist,None,None
5594,36,Embankment Road,Margaret,Collins,10,Daughter,NA,Female,Student,None,NA
5595,36,Embankment Road,Paul,Watson-Collins,6,Son,NA,Male,Student,None,NA
5596,36,Embankment Road,Roy,Watson-Collins,6,Son,NA,Male,Student,None,NA
5597,37,Embankment Road,Diane,Price,40,Head,Single,Female,Unemployed,None,Christian
5598,37,Embankment Road,Jade,Price,10,Daughter,NA,Female,Student,None,NA
5599,37,Embankment Road,Francis,Price,6,Son,NA,male,Student,None,NA
5600,38,Embankment Road,Marie,Short,65,Head,Married,Female,Unemployed,None,Christian
5601,38,Embankment Road,Charlie,Short,68,Husband,Married,m,Retired Music therapist,None,Christian
5602,39,Embankment Road,Sharon,Taylor,42,Head,Single,Female,Unemployed,None,Christian
5603,39,Embankment Road,Naomi,Taylor,18,Daughter,Divorced,f,Student,None,Christian
5604,39,Embankment Road,Eileen,Taylor,14,Daughter,NA,Female,Student,None,NA
5605,40,Embankment Road,Nigel,Yates,70,Head,Divorced,Male,"Retired Chemist, analytical",None,Methodist
5606,40,Embankment Road,Steven,Miles,16,Grandson,NA,Male,Student,Disabled,NA
5607,41,Embankment Road,Conor,Williams,65,Head,Widowed,Male,"Accountant, chartered management",None,Christian
5608,42,Embankment Road,Zoe,Harper,49,Head,Married,Female,Nature conservation officer,None,None
5609,42,Embankment Road,Samuel,Harper,53,Husband,Married,Male,Unemployed,None,None
5610,42,Embankment Road,Raymond,Harper,14,Son,NA,Male,Student,None,NA
5611,42,Embankment Road,Julie,Harper,12,Daughter,NA,Female,Student,None,NA
5612,42,Embankment Road,Jamie,Harper,10,Son,NA,Male,Student,None,NA
5613,42,Embankment Road,Samuel,Harper,10,Son,NA,Male,Student,None,NA
5614,43,Embankment Road,Charlotte,Clarke,26,Head,Single,F,"Psychologist, prison and probation services",None,None
5615,43,Embankment Road,Anne,O'Brien,51,None,Single,Female,Patent examiner,None,None
5616,44,Embankment Road,Gareth,Smith,81,Head,Married,Male,Retired Financial controller,None,Christian
5617,44,Embankment Road,Lisa,Smith,75,Wife,Married,Female,"Retired Designer, textile",None,Christian
5618,45,Embankment Road,Frederick,Hammond,20,Head,Single,Male,University Student,None,Christian
5619,46,Embankment Road,Rosie,Lee,66,Head,Single,Female,Unemployed,None,Christian
5620,46,Embankment Road,Joyce,Jones,33,Daughter,Divorced,Female,Senior tax professional/tax inspector,None,None
5621,47,Embankment Road,Chelsea,Fisher,49,Head,Single,Female,Operational investment banker,None,Methodist
5622,47,Embankment Road,Mohamed,James,25,None,Single,Male,"Geologist, wellsite",None,Sikh
5623,47,Embankment Road,Gillian,Pugh,22,None,Single,Female,University Student,None,Christian
5624,48,Embankment Road,Patricia,Akhtar,42,Head,Divorced,Female,Unemployed,None,None
5625,48,Embankment Road,Francis,Akhtar,6,Son,NA,Male,Student,None,NA
5626,49,Embankment Road,Antony,Parry,76,Head,Married,Male,"Retired Conservation officer, historic buildings",None,Methodist
5627,49,Embankment Road,Linda,Parry,75,Wife,Married,Female,Retired Medical technical officer,None,None
5628,50,Embankment Road,Sheila,Dawson,35,Head,Single,Female,Equality and diversity officer,None,None
5629,50,Embankment Road,Graeme,Dawson,18,Son,Single,Male,Student,None,None
5630,50,Embankment Road,Carly,Dawson,17,Daughter,NA,Female,Student,None,NA
5631,50,Embankment Road,Leslie,Dawson,17,Son,NA,Male,Student,None,NA
5632,51,Embankment Road,Sian,Patel,34,Head,Married,Female,Seismic interpreter,None,Jewish
5633,51,Embankment Road,Philip,Patel,35,Husband,Married,Male,Town planner,None,Jewish
5634,51,Embankment Road,Christopher,Patel,11,Son,NA,Male,Student,None,NA
5635,52,Embankment Road,Frances,Evans,31,Head,Married,Female,Editorial assistant,None,Christian
5636,52,Embankment Road,Declan,Evans,35,Husband,Married,Male,"Designer, television/film set",None,Christian
5637,53,Embankment Road,Valerie,Hanson,42,Head,Married,Female,Gaffer,None,Christian
5638,53,Embankment Road,Elliott,Hanson,44,Husband,Married,Male,Economist,None,Christian
5639,53,Embankment Road,Natalie,Hanson,13,Daughter,NA,Female,Student,None,NA
5640,53,Embankment Road,Justin,Hanson,9,Son,NA,Male,Student,None,NA
5641,54,Embankment Road,Aimee,Jones,46,Head,Married,Female,"Teacher, early years/pre",None,None
5642,54,Embankment Road,Kenneth,Jones,46,Husband,Married,Male,Chartered accountant,None,None
5643,55,Embankment Road,Joyce,Smith,35,Head,Single,Female,Production manager,None,Christian
5644,56,Embankment Road,Kate,Griffiths,37,Head,Married,Female,Public relations officer,None,Christian
5645,56,Embankment Road,Mohammad,Griffiths,39,Husband,Married,Male,Herpetologist,None,Christian
5646,56,Embankment Road,Leon,Griffiths,6,Son,NA,Male,Student,None,NA
5647,56,Embankment Road,Janet,Griffiths,4,Daughter,NA,Female,Child,None,NA
5648,56,Embankment Road,Marion,Griffiths,4,Daughter,NA,Female,Child,None,NA
5649,57,Embankment Road,Kerry,Anderson,32,Head,Married,F,Interior and spatial designer,None,Methodist
5650,57,Embankment Road,Terry,Anderson,33,Husband,Married,Male,Tourist information centre manager,None,None
5651,57,Embankment Road,Rachael,Anderson,2,Step-Daughter,NA,Female,Child,None,NA
5652,57,Embankment Road,Glen,Anderson,1,Step-Son,NA,Male,Child,None,NA
5653,1,London Freeway,Tracey,Whitehouse,57,Head,Married,Female,Banker,None,Methodist
5654,1,London Freeway,Arthur,Whitehouse,54,Husband,Married,Male,Acupuncturist,None,Methodist
5655,1,London Freeway,Tina,Whitehouse,17,Daughter,NA,Female,Student,None,NA
5656,2,London Freeway,Caroline,Walker,48,Head,Single,Female,Land/geomatics surveyor,None,Christian
5657,2,London Freeway,Dean,Walker,26,Son,Single,Male,"Programmer, systems",None,None
5658,3,London Freeway,Karen,Pratt,52,Head,Single,Female,Forensic scientist,None,None
5659,3,London Freeway,Jonathan,Pratt,17,Son,NA,Male,Student,None,NA
5660,3,London Freeway,Francesca,Pratt,14,Daughter,NA,Female,Student,None,NA
5661,3,London Freeway,Reece,Pratt,11,Son,NA,Male,Student,None,NA
5662,4,London Freeway,Geoffrey,Williams,33,Head,Single,Male,Tax inspector,None,None
5663,5,London Freeway,Brian,Watson,48,Head,Married,Male,Amenity horticulturist,None,Catholic
5664,5,London Freeway,Lynne,Watson,44,Wife,Married,Female,Statistician,None,Catholic
5665,6,London Freeway,Ellie,Smith,43,Head,Single,Female,Unemployed,None,Methodist
5666,6,London Freeway,Amber,Smith,22,Daughter,Single,f,University Student,None,Methodist
5667,6,London Freeway,Emily,Smith,19,Daughter,Single,Female,University Student,None,None
5668,7,London Freeway,Diana,Dobson,47,Head,Married,Female,Market researcher,None,None
5669,7,London Freeway,Jake,Dobson,46,Husband,Married,Male,Music therapist,None,None
5670,7,London Freeway,Megan,Dobson,23,Daughter,Single,Female,Warehouse manager,None,None
5671,7,London Freeway,Abdul,Dobson,21,Son,Single,Male,University Student,None,None
5672,7,London Freeway,Simon,Dobson,16,Son,NA,Male,Student,None,NA
5673,8,London Freeway,Alison,Jones,51,Head,Divorced,Female,Event organiser,None,Christian
5674,8,London Freeway,Diana,Jones,19,Daughter,Divorced,Female,University Student,None,Christian
5675,9,London Freeway,Amy,Wallace,54,Head,Married,Female,Museum/gallery exhibitions officer,None,Christian
5676,9,London Freeway,Damien,Wallace,57,Husband,Married,Male,Copy,None,Christian
5677,9,London Freeway,Ellie,Wallace,17,Daughter,NA,Female,Student,None,NA
5678,10,London Freeway,Denise,Smith,35,Head,Married,Female,Printmaker,None,Christian
5679,10,London Freeway,Keith,Smith,35,Husband,Married,Male,Counsellor,None,None
5680,10,London Freeway,Anna,Smith,5,Daughter,NA,Female,Student,None,NA
5681,10,London Freeway,Mandy,Smith,5,Daughter,NA,Female,Student,None,NA
5682,10,London Freeway,Jake,Smith,3,Son,NA,Male,Child,None,NA
5683,11,London Freeway,Anna,Cooper,39,Head,Married,Female,Consulting civil engineer,None,Christian
5684,11,London Freeway,Graeme,Cooper,42,Husband,Married,Male,Claims inspector/assessor,None,None
5685,11,London Freeway,Jasmine,Cooper,9,Daughter,NA,Female,Student,None,NA
5686,12,London Freeway,Jenna,Walton,53,Head,Married,Female,Arts development officer,None,Methodist
5687,12,London Freeway,Derek,Walton,55,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Methodist
5688,12,London Freeway,Marion,Walton,15,Daughter,NA,Female,Student,None,NA
5689,13,London Freeway,Ashleigh,Parker,48,Head,Single,Female,Unemployed,None,Methodist
5690,13,London Freeway,Leon,Parker,17,Son,NA,Male,Student,None,NA
5691,14,London Freeway,Josephine,Humphries,34,Head,Single,Female,Communications engineer,None,Christian
5692,14,London Freeway,Elliot,Humphries,4,Son,NA,Male,Child,None,NA
5693,14,London Freeway,Lindsey,Sharpe-Humphries,0,Daughter,NA,Female,Child,None,NA
5694,15,London Freeway,Samuel,Whitehead,54,Head,Divorced,Male,Chiropodist,None,Christian
5695,15,London Freeway,Gavin,Robertson,48,None,Single,Male,"Teacher, primary school",None,Christian
5696,15,London Freeway,Caroline,Kirk,64,None,Single,Female,Commercial art gallery manager,None,Christian
5697,16,London Freeway,Joanna,Mills,54,Head,Married,Female,Hydrogeologist,None,None
5698,16,London Freeway,Mitchell,Mills,63,Husband,Married,Male,Social worker,None,None
5699,16,London Freeway,Paul,Mills,14,Son,NA,Male,Student,None,NA
5700,17,London Freeway,Vanessa,White,65,Head,Married,Female,"Pilot, airline",None,Methodist
5701,17,London Freeway,Connor,White,70,Husband,Married,m,Retired Museum/gallery curator,None,Methodist
5702,17,London Freeway,Michelle,White,33,Daughter,Divorced,Female,Physiotherapist,None,None
5703,17,London Freeway,Eileen,White,28,Daughter,Single,Female,Contracting civil engineer,None,None
5704,17,London Freeway,Abbie,White,24,Daughter,Single,Female,"Scientist, product/process development",None,Methodist
5705,18,London Freeway,Emily,Brady,42,Head,Married,Female,"Therapist, speech and language",None,None
5706,18,London Freeway,Matthew,Brady,44,Husband,Married,Male,Field seismologist,None,None
5707,18,London Freeway,James,Brady,10,Son,NA,Male,Student,None,NA
5708,19,London Freeway,Chelsea,Naylor,33,Head,Married,Female,Homeopath,None,None
5709,19,London Freeway,Phillip,Naylor,38,Husband,Married,Male,"Accountant, chartered public finance",None,None
5710,19,London Freeway,Alison,Naylor,6,Daughter,NA,Female,Student,None,NA
5711,20,London Freeway,Michelle,Whitehouse,37,Head,Married,Female,"Engineer, biomedical",None,Catholic
5712,20,London Freeway,Danny,Whitehouse,37,Husband,Married,Male,Prison officer,None,Catholic
5713,20,London Freeway,Damian,Whitehouse,14,Son,NA,Male,Student,None,NA
5714,21,London Freeway,Sharon,Jones,50,Head,Single,Female,Animator,None,None
5715,21,London Freeway,Justin,Jones,14,Son,NA,Male,Student,None,NA
5716,22,London Freeway,Janet,Martin,54,Head,Married,Female,"Engineer, manufacturing systems",None,None
5717,22,London Freeway,Antony,Martin,53,Husband,Married,Male,Unemployed,None,None
5718,22,London Freeway,Lauren,Martin,28,Daughter,Divorced,Female,"Therapist, speech and language",None,None
5719,23,London Freeway,Amelia,Powell,63,Head,Married,Female,Commercial horticulturist,None,Catholic
5720,23,London Freeway,Victor,Powell,66,Husband,Married,Male,Unemployed,None,None
5721,23,London Freeway,Shaun,Powell,34,Son,Single,Male,"Therapist, sports",None,None
5722,23,London Freeway,Joyce,Powell,29,Daughter,Divorced,Female,Ship broker,None,Catholic
5723,23,London Freeway,Jenna,Powell,26,Daughter,Single,Female,Immunologist,None,Catholic
5724,24,London Freeway,Jacob,Harrison,66,Head,Married,male,Psychotherapist,None,Methodist
5725,24,London Freeway,Andrea,Harrison,61,Wife,Married,Female,"Administrator, Civil Service",None,None
5726,25,London Freeway,Andrea,Fletcher,69,Head,Married,Female,"Retired Biochemist, clinical",None,None
5727,25,London Freeway,Owen,Fletcher,74,Husband,Married,male,"Retired Therapist, music",None,None
5728,25,London Freeway,Zoe,Fletcher,31,Daughter,Divorced,Female,Fine artist,None,None
5729,26,London Freeway,Emma,Murphy,25,Head,Married,Female,Geographical information systems officer,None,Catholic
5730,26,London Freeway,Bryan,Murphy,20,Husband,Married,Male,University Student,None,None
5731,26,London Freeway,Brian,Murphy,8,Son,NA,Male,Student,Physical Disability,NA
5732,26,London Freeway,Jake,Murphy,6,Son,NA,Male,Student,None,NA
5733,26,London Freeway,Julia,Murphy,2,Daughter,NA,Female,Child,None,NA
5734,27,London Freeway,Gillian,Clark,38,Head,Married,Female,Unemployed,None,Christian
5735,27,London Freeway,Neil,Clark,44,Husband,Married,Male,Unemployed,None,Christian
5736,27,London Freeway,Jane,Clark,8,Daughter,NA,Female,Student,None,NA
5737,28,London Freeway,Claire,Russell-O'Brien,45,Head,Divorced,Female,Unemployed,None,None
5738,28,London Freeway,George,Russell-O'Brien,13,Son,NA,Male,Student,None,NA
5739,28,London Freeway,Margaret,Russell-O'Brien,10,Daughter,NA,Female,Student,None,NA
5740,29,London Freeway,Susan,Ball,53,Head,Divorced,Female,Unemployed,None,Christian
5741,29,London Freeway,Thomas,Ball,12,Son,NA,Male,Student,None,NA
5742,29,London Freeway,Lee,Ball,8,Son,NA,Male,Student,None,NA
5743,30,London Freeway,Grace,King,41,Head,Divorced,Female,Unemployed,None,Catholic
5744,30,London Freeway,Rebecca,King,23,Daughter,Divorced,Female,Medical illustrator,None,Catholic
5745,30,London Freeway,Lewis,King,22,Son,Single,Male,University Student,None,Catholic
5746,30,London Freeway,Martyn,King,15,Son,NA,Male,Student,None,NA
5747,30,London Freeway,Ian,Cunningham-King,15,Son,NA,Male,Student,None,NA
5748,31,London Freeway,Georgia,Fletcher,71,Head,Married,Female,Retired Sports therapist,None,None
5749,31,London Freeway,Mohammad,Fletcher,77,Husband,Married,Male,Retired Patent examiner,None,None
5750,31,London Freeway,Julia,Fletcher,32,Daughter,Divorced,Female,Unemployed,None,None
5751,1,Atkinson Motorway,Ashley,Cunningham,61,Head,Divorced,Male,"Education officer, museum",None,None
5752,2,Atkinson Motorway,Billy,Todd,40,Head,Single,Male,Catering manager,None,Catholic
5753,3,Atkinson Motorway,Abigail,Evans,44,Head,Single,Female,Unemployed,None,Catholic
5754,3,Atkinson Motorway,Josh,Evans,7,Son,NA,Male,Student,None,NA
5755,4,Atkinson Motorway,Nicholas,Chadwick,63,Head,Single,Male,Materials engineer,None,Christian
5756,4,Atkinson Motorway,Julie,Burton,57,Partner,Single,Female,Broadcast presenter,None,Christian
5757,5,Atkinson Motorway,Abigail,Robinson,51,Head,Divorced,Female,Unemployed,None,Christian
5758,5,Atkinson Motorway,Conor,Robinson,20,Son,Single,Male,University Student,None,Christian
5759,6,Atkinson Motorway,Kelly,Lee,40,Head,Single,Female,Sub,None,Catholic
5760,6,Atkinson Motorway,Francis,Anderson,42,Partner,Single,Male,"Surveyor, quantity",None,Catholic
5761,6,Atkinson Motorway,Alexander,Lee,13,Son,NA,Male,Student,None,NA
5762,7,Atkinson Motorway,Caroline,Goodwin,47,Head,Divorced,Female,Colour technologist,None,Catholic
5763,7,Atkinson Motorway,Sian,Goodwin,7,Daughter,NA,Female,Student,None,NA
5764,7,Atkinson Motorway,Marcus,Goodwin,4,Son,NA,Male,Child,None,NA
5765,8,Atkinson Motorway,Amanda,Marshall,49,Head,Single,Female,Product/process development scientist,None,Christian
5766,8,Atkinson Motorway,Kim,Smith,57,None,Single,Female,Unemployed,None,Christian
5767,8,Atkinson Motorway,Rachel,Evans,19,None,Single,f,University Student,None,None
5768,8,Atkinson Motorway,Harry,Patel,49,None,Divorced,Male,"Lighting technician, broadcasting/film/video",None,None
5769,8,Atkinson Motorway,Brett,Barton,60,None,Single,Male,"Administrator, education",None,Catholic
5770,9,Atkinson Motorway,Georgina,Miller,41,Head,Married,Female,"Presenter, broadcasting",None,None
5771,9,Atkinson Motorway,Albert,Miller-Scott,45,Husband,Married,Male,Radiation protection practitioner,None,None
5772,9,Atkinson Motorway,Patricia,Miller-Scott,3,Daughter,NA,Female,Child,None,NA
5773,10,Atkinson Motorway,George,Long,85,Head,Married,Male,Retired Medical physicist,None,None
5774,10,Atkinson Motorway,Nicole,Long,84,Wife,Married,Female,Retired Chemical engineer,None,None
5775,11,Atkinson Motorway,Sheila,Davies,25,Head,Divorced,Female,Unemployed,None,None
5776,11,Atkinson Motorway,Julian,White,24,Lodger,Divorced,Male,Contractor,None,Catholic
5777,12,Atkinson Motorway,Beth,Dickinson,65,Head,Widowed,Female,"Programmer, systems",None,Christian
5778,12,Atkinson Motorway,Hilary,Dickinson,6,Granddaughter,NA,Female,Student,None,NA
5779,12,Atkinson Motorway,Grace,Duffy-Dickinson,5,Granddaughter,NA,Female,Student,None,NA
5780,13,Atkinson Motorway,Anna,Bell,54,Head,Single,Female,Applications developer,None,Christian
5781,13,Atkinson Motorway,Ricky,Bell,23,Son,Single,Male,Magazine journalist,None,Christian
5782,14,Atkinson Motorway,Graeme,Haynes,81,Head,Married,Male,Retired Soil scientist,None,None
5783,14,Atkinson Motorway,June,Haynes,75,Wife,Married,Female,Retired Homeopath,None,None
5784,15,Atkinson Motorway,Max,Ward-Rees,60,Head,Married,Male,Arts development officer,None,Christian
5785,15,Atkinson Motorway,Amber,Ward-Rees,58,Wife,Married,Female,Data scientist,None,None
5786,16,Atkinson Motorway,David,Richardson,29,Head,Single,Male,PhD Student,None,None
5787,16,Atkinson Motorway,Yvonne,Ellis,19,None,Single,Female,University Student,None,Catholic
5788,16,Atkinson Motorway,Jacqueline,Douglas,21,None,Single,Female,University Student,None,Catholic
5789,16,Atkinson Motorway,Gail,Brown,20,None,Single,Female,University Student,None,Christian
5790,16,Atkinson Motorway,Nicola,Cooper,23,None,Single,f,PhD Student,None,Catholic
5791,17,Atkinson Motorway,Kerry,Turner,33,Head,Married,Female,Land,None,None
5792,17,Atkinson Motorway,Abdul,Turner,32,Husband,Married,Male,Unemployed,None,None
5793,17,Atkinson Motorway,Lawrence,Turner,16,Son,NA,Male,Student,None,NA
5794,17,Atkinson Motorway,Jake,Turner,14,Son,NA,Male,Student,None,NA
5795,17,Atkinson Motorway,Karen,Turner,14,Daughter,NA,Female,Student,None,NA
5796,18,Atkinson Motorway,Justin,Porter,30,Head,Single,Male,Firefighter,None,None
5797,18,Atkinson Motorway,Karen,Davies,41,None,Single,Female,"Accountant, chartered public finance",None,Methodist
5798,18,Atkinson Motorway,Hayley,Hill,47,None,Single,Female,"Producer, television/film/video",None,Christian
5799,19,Atkinson Motorway,Kelly,Ferguson,41,Head,Single,Female,Unemployed,None,None
5800,19,Atkinson Motorway,Gordon,Ferguson,16,Son,NA,Male,Student,None,NA
5801,19,Atkinson Motorway,Geoffrey,Ferguson,13,Son,NA,Male,Student,None,NA
5802,20,Atkinson Motorway,Duncan,Carpenter,83,Head,Widowed,Male,Retired Nutritional therapist,None,Catholic
5803,21,Atkinson Motorway,Clifford,Stanley,20,Head,Single,Male,University Student,None,None
5804,22,Atkinson Motorway,Colin,Gordon,40,Head,Married,Male,Mudlogger,None,Catholic
5805,22,Atkinson Motorway,Vanessa,Gordon,41,Wife,Married,Female,Company secretary,None,Catholic
5806,23,Atkinson Motorway,Rita,Jones,59,Head,Married,Female,Maintenance engineer,None,Christian
5807,23,Atkinson Motorway,William,Jones,62,Husband,Married,Male,Multimedia specialist,None,None
5808,24,Atkinson Motorway,Katie,Marshall,32,Head,Divorced,Female,Unemployed,None,Catholic
5809,24,Atkinson Motorway,Gareth,Shaw,62,Lodger,Single,male,Geographical information systems officer,None,None
5810,25,Atkinson Motorway,Carly,Young,48,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
5811,25,Atkinson Motorway,Leonard,Young,52,Husband,Married,Male,Health visitor,None,None
5812,26,Atkinson Motorway,Jeremy,Gould,44,Head,Single,Male,Theatre stage manager,None,None
5813,26,Atkinson Motorway,Rosemary,Williams,37,Partner,Single,Female,Unemployed,None,None
5814,27,Atkinson Motorway,Deborah,Williams,66,Head,Single,Female,"Psychologist, forensic",None,Christian
5815,27,Atkinson Motorway,Geraldine,Webb,33,Daughter,Single,Female,Medical physicist,None,None
5816,28,Atkinson Motorway,Marilyn,Dobson,81,Head,Widowed,Female,Retired Glass blower/designer,None,Methodist
5817,29,Atkinson Motorway,Antony,Hale,48,Head,Married,Male,Database administrator,None,Catholic
5818,29,Atkinson Motorway,Lisa,Hale,50,Wife,Married,Female,Magazine journalist,None,Catholic
